Civic Offices Main Gas Meter,,m^3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Values,0:00,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45
26/05/2011,96,1,2,3,1,2,1,1,3,2,1,2,2,1,2,3,0,3,2,0,2,4,0,2,40,29,18,38,26,22,21,19,17,18,20,14,14,20,12,9,14,14,14,11,17,14,11,12,15,13,8,12,15,12,10,9,9,5,6,18,8,5,10,16,19,11,9,9,5,4,5,11,4,3,6,2,4,8,4,2,2,2,0,2,3,1,2,2,1,1,3,3,0,2,3,2,0
27/05/2011,96,3,2,3,1,1,2,2,4,0,2,2,3,2,1,2,3,2,0,3,2,3,11,38,24,15,20,38,27,26,26,24,20,20,20,17,20,19,11,12,12,14,11,14,10,10,13,11,14,9,14,13,13,15,10,12,10,11,15,13,9,10,12,11,12,8,9,2,9,3,5,3,6,2,7,2,5,4,5,2,0,3,3,0,2,2,0,3,3,0,2,2,0,4,2,0,2
28/05/2011,96,2,0,3,2,1,2,1,1,4,2,0,2,2,0,4,2,0,2,3,0,3,2,0,2,3,0,3,2,1,1,3,3,0,2,2,2,1,3,2,0,2,2,0,4,2,0,2,2,0,3,3,0,2,1,1,3,0,2,3,0,2,3,0,2,1,2,3,0,2,2,0,2,4,0,2,2,1,1,4,1,1,2,1,1,3,0,3,2,0,2,3,0,2,3,0,3
29/05/2011,96,2,1,1,4,2,0,2,2,0,4,2,0,2,3,0,2,3,0,3,2,0,2,3,0,3,2,0,2,4,1,1,2,2,0,3,3,0,2,3,0,2,3,0,3,2,0,2,2,0,4,2,0,2,2,0,2,3,1,2,0,2,3,0,2,3,0,2,3,0,2,3,0,3,2,0,2,3,0,3,2,0,2,3,0,2,3,1,2,2,2,0,3,3,0,2,2
30/05/2011,96,0,4,2,0,2,2,0,4,2,0,2,3,0,3,2,49,37,17,18,10,12,9,10,11,13,12,39,38,23,23,19,20,19,15,19,14,15,12,10,14,15,15,14,11,11,12,10,12,13,14,14,14,8,17,13,9,10,12,9,6,11,10,9,9,5,6,3,6,2,5,5,3,6,5,4,4,4,0,0,2,0,4,2,0,2,2,2,2,2,1,1,4,1,1,2,3
31/05/2011,96,2,1,2,3,0,2,3,1,1,3,3,0,2,2,1,3,2,2,0,2,4,11,42,20,17,17,36,27,23,26,18,16,20,17,17,15,13,15,15,14,15,12,13,12,9,12,13,10,12,11,7,12,10,9,9,6,8,10,9,8,6,9,9,9,3,6,2,6,2,2,2,5,2,3,2,5,2,0,0,0,3,3,0,2,3,0,2,3,0,2,2,0,4,1,1,2
1/6/11,96,0,2,4,0,2,1,1,2,0,4,2,0,2,2,0,4,0,2,2,0,2,4,0,30,29,16,36,23,16,19,21,10,14,15,13,11,14,10,13,11,9,11,12,10,12,8,9,11,11,11,6,9,8,8,8,7,8,9,9,9,3,9,9,5,6,5,4,3,3,3,2,2,2,2,3,2,3,0,0,0,0,2,0,3,0,2,2,0,3,0,3,1,1,2,0,3
2/6/11,96,2,1,2,0,2,2,0,3,3,0,2,1,2,2,0,2,2,0,4,2,0,2,2,0,4,22,51,32,22,19,15,14,12,11,12,14,10,13,8,10,13,9,12,7,10,9,9,7,10,8,7,9,8,9,6,8,8,7,8,9,9,5,8,9,3,6,2,4,3,3,3,2,2,2,2,3,2,2,0,0,0,2,0,3,3,0,2,0,3,2,0,2,2,0,4,0
3/6/11,96,2,2,0,2,3,0,3,0,2,3,0,2,2,0,2,3,0,3,2,0,2,3,0,2,2,23,40,28,18,18,10,13,7,9,10,9,7,8,9,10,9,8,8,10,10,9,6,8,8,9,10,5,7,9,9,7,4,9,9,9,8,6,8,8,4,4,3,4,2,4,2,2,2,3,2,0,2,2,0,0,0,0,2,0,3,1,2,2,0,2,0,3,3,2,0,2
4/6/11,96,3,0,2,2,0,3,3,0,2,2,0,2,3,0,3,1,1,2,1,2,2,1,2,2,3,0,2,1,2,3,0,2,2,0,2,4,0,2,2,0,2,1,2,3,0,2,0,2,2,0,3,1,2,2,0,2,1,2,2,0,3,1,1,2,0,3,2,0,3,0,2,3,0,2,1,2,2,0,3,2,0,2,1,1,3,0,3,2,0,2,1,2,3,0,2,0
5/6/11,96,2,3,0,3,0,2,2,0,2,0,2,4,0,2,0,2,2,0,4,0,2,2,0,2,0,3,3,0,2,2,0,3,1,1,3,0,2,2,1,2,0,3,2,0,3,0,2,2,0,3,0,3,2,0,2,2,0,4,0,2,2,0,2,0,0,2,0,0,3,0,0,0,2,0,0,2,0,0,0,2,0,0,4,0,0,0,2,0,0,2,0,0,2,0,0,2
6/6/11,96,0,0,2,1,0,0,2,0,0,2,0,0,0,4,0,0,14,52,19,15,8,5,9,6,6,11,37,31,20,19,16,14,13,10,9,13,10,11,8,8,9,8,9,6,6,8,8,5,9,9,5,9,10,5,8,10,5,9,10,6,10,9,8,8,6,3,3,5,3,5,3,3,2,6,3,2,5,0,0,0,0,3,0,0,1,1,0,0,2,0,0,3,0,0,2,0
7/6/11,96,0,2,1,0,0,2,0,0,2,0,0,1,1,0,0,4,0,0,2,0,0,2,35,26,14,10,34,22,18,17,19,11,13,11,8,12,11,11,12,6,12,11,15,15,7,10,12,19,13,9,8,11,11,6,9,11,9,7,9,8,6,8,9,6,7,2,3,2,0,3,2,0,2,2,3,2,2,2,0,0,0,0,2,0,0,4,0,0,0,2,0,0,2,0,0,2
8/6/11,96,0,0,2,0,0,0,4,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,12,36,20,9,34,26,17,17,18,14,10,13,9,11,13,10,10,18,7,12,11,10,8,15,11,9,6,12,13,10,8,9,10,9,5,8,11,12,5,7,5,8,8,3,2,2,3,2,2,2,2,4,2,2,5,0,0,0,2,0,0,2,0,0,1,2,0,0,2,0,0,3,0,0
9/6/11,96,2,0,0,0,2,0,0,2,0,0,3,0,0,0,2,0,0,2,0,0,3,0,42,23,15,10,37,24,19,15,20,15,13,11,14,10,11,12,10,12,9,11,18,10,10,8,10,14,6,10,11,8,7,10,11,6,11,14,20,19,10,10,13,10,7,4,9,2,3,7,11,3,2,5,3,4,7,0,4,0,1,1,0,2,0,2,0,2,1,0,2,0,2,0,2,0
10/6/11,96,0,3,0,2,0,2,0,0,3,0,3,0,2,0,0,2,0,2,0,3,0,29,26,17,10,8,34,26,17,17,20,11,13,14,10,11,13,11,12,8,11,12,11,9,14,11,13,13,7,15,9,8,10,9,9,13,10,12,9,9,11,8,8,11,3,5,4,4,4,2,5,4,2,9,4,4,19,6,0,2,0,0,2,0,3,0,0,3,0,2,0,0,2,0,3,0
11/6/11,96,0,2,0,2,0,1,1,0,3,0,3,0,0,2,0,2,0,3,0,0,2,0,2,0,2,0,0,3,0,2,0,2,0,4,0,2,0,0,2,0,2,0,2,0,0,3,0,2,0,2,0,0,2,0,3,0,3,0,0,2,0,2,0,1,2,0,2,0,2,0,2,0,0,2,0,3,0,2,0,0,3,0,2,0,0,3,0,2,0,2,0,0,2,0,2,0
12/6/11,96,3,0,0,2,0,2,0,2,0,0,3,0,3,0,0,2,0,2,0,2,1,0,2,0,2,0,1,1,3,0,0,3,0,2,0,2,4,2,2,3,3,2,1,2,2,3,2,3,2,3,1,2,1,3,3,2,3,1,1,3,2,3,2,1,1,3,3,2,2,0,3,3,2,2,1,1,4,2,2,2,0,4,2,2,2,1,1,4,2,2,1,1,4,2,2,0
13/06/2011,96,2,2,4,0,2,2,2,2,0,4,2,2,1,1,38,39,16,10,7,7,7,9,6,5,10,8,35,38,9,11,15,12,11,14,12,11,12,13,11,11,13,10,10,13,11,10,10,13,10,8,11,12,9,9,nan,11,8,9,8,8,10,7,9,8,9,6,6,6,6,3,6,3,2,6,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/06/2011,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,25,17,13,20,19,17,14,15,15,12,12,12,13,11,11,11,12,9,9,9,10,10,8,9,8,8,9,10,9,7,8,8,7,8,9,9,8,8,7,7,8,7,6,5,4,3,5,2,3,3,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/06/2011,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,29,26,22,24,34,17,18,11,11,11,10,6,10,10,6,7,7,7,4,7,9,3,7,6,4,7,7,3,5,7,2,7,5,3,7,5,4,5,6,3,3,4,2,3,2,2,4,4,2,2,2,0,0,0,2,2,2,2,2,2,0,2,2,4,0,2,2,2,2,0
16/06/2011,96,3,3,2,1,1,3,2,2,1,2,2,3,2,1,1,2,4,2,1,1,2,2,4,0,2,27,33,20,14,11,9,10,5,9,10,8,5,10,6,6,5,7,4,8,6,4,9,8,3,10,6,7,5,6,5,7,5,21,13,6,5,3,6,5,4,12,6,3,3,2,4,2,3,2,2,3,2,3,0,0,2,2,2,0,4,2,2,0,2,2,3,1,2,2,2,0
17/06/2011,96,2,3,3,2,0,2,3,2,0,3,2,2,2,1,2,2,2,1,3,2,2,0,3,2,1,24,45,22,15,13,11,10,9,9,10,8,10,9,6,9,9,6,12,10,6,9,8,8,10,5,8,11,11,7,9,8,5,9,7,7,8,6,6,8,4,6,3,5,3,4,4,3,5,3,2,6,2,0,0,2,1,2,2,0,3,2,3,0,2,2,1,1,3,3,1,1
18/06/2011,96,2,2,3,1,2,2,2,1,2,2,3,2,0,2,3,2,3,0,2,2,3,1,1,3,2,1,1,3,3,0,2,2,2,3,1,2,2,2,0,4,2,0,2,3,2,0,3,2,2,0,3,2,1,1,3,2,0,3,2,2,0,3,3,0,2,2,2,0,2,4,2,0,2,2,4,1,1,2,2,3,0,3,2,2,1,1,3,3,1,1,2,2,4,0,2,2
19/06/2011,96,2,0,2,3,3,1,1,2,2,3,0,2,3,2,3,0,2,2,3,3,0,2,2,2,2,0,4,2,2,2,0,3,2,3,0,2,3,2,0,2,2,4,0,2,2,0,2,2,3,1,2,2,0,3,2,0,3,2,0,2,3,2,0,3,2,2,0,2,3,3,0,2,2,0,3,3,2,0,2,3,1,1,3,2,0,3,2,2,0,3,2,2,1,2,3,2
20/06/2011,96,0,2,2,3,2,1,2,2,2,0,4,2,2,2,0,2,33,43,21,14,6,5,5,6,7,9,16,18,18,10,9,9,10,9,8,6,7,7,7,5,7,8,5,6,7,6,8,4,7,5,6,5,8,6,6,5,5,10,13,9,9,5,8,7,4,3,6,2,6,2,6,3,8,3,6,5,6,0,4,0,3,2,2,1,2,3,2,0,3,2,3,1,1,2,3,3
21/06/2011,96,0,2,2,3,1,2,2,2,2,0,3,3,2,0,2,3,3,1,1,2,2,3,1,33,22,13,16,18,13,9,9,10,5,12,8,8,9,7,8,6,8,6,9,5,9,8,6,7,8,7,5,9,3,9,5,3,6,6,2,7,4,5,8,5,6,2,2,4,2,2,3,2,3,3,2,5,4,5,0,2,2,1,3,2,2,0,2,2,4,0,2,2,2,0,3,3
22/06/2011,96,2,0,2,3,3,2,0,2,2,3,0,3,2,2,2,1,2,3,1,2,2,2,3,0,3,24,46,18,19,8,11,14,10,11,11,10,11,7,7,7,9,7,9,5,10,5,8,7,10,8,6,11,6,5,5,6,5,5,5,6,3,6,5,6,2,3,5,3,2,3,2,2,4,2,2,3,6,0,0,2,2,2,0,3,3,2,0,2,2,1,3,2,2,0,2,4
23/06/2011,96,0,2,2,2,0,4,2,0,2,2,4,0,2,2,2,0,4,2,1,1,2,2,3,1,2,23,47,18,16,8,11,10,7,10,9,8,9,7,8,6,8,4,10,5,7,5,9,7,12,4,14,6,5,3,7,4,5,6,5,6,5,2,7,4,6,3,2,3,3,2,2,4,2,2,3,3,3,2,0,2,0,2,3,1,1,3,2,0,3,2,2,0,2,4,0,2
24/06/2011,96,2,2,0,3,3,2,1,1,3,2,2,0,3,3,2,0,2,2,4,1,1,2,2,3,1,20,46,19,16,6,13,7,7,10,8,9,6,9,7,11,8,6,9,6,8,6,10,5,10,6,13,12,6,8,5,9,5,8,9,11,8,11,10,7,7,3,8,8,5,7,2,8,3,6,5,8,3,3,2,1,2,2,3,0,2,3,0,2,2,3,0,2,3,0,2,3
25/06/2011,96,0,2,3,0,2,3,0,2,2,0,2,3,0,3,2,1,1,2,2,2,2,2,0,2,3,0,3,2,0,2,2,0,0,0,0,0,0,0,0,0,7,8,2,2,0,3,2,0,3,2,0,2,2,0,3,2,1,2,0,2,2,0,3,3,0,2,0,2,2,0,2,3,0,3,1,1,2,0,2,3,0,3,2,0,2,1,1,2,0,4,2,0,2,2,0,3
26/06/2011,96,3,0,2,2,0,2,2,0,3,3,0,2,2,0,2,3,0,3,2,0,2,2,3,0,2,1,2,2,1,2,2,2,0,3,2,0,3,0,1,1,0,2,0,0,2,0,2,0,0,2,0,0,3,0,3,0,0,2,0,0,2,0,2,0,0,3,0,1,1,0,2,0,0,2,0,2,0,0,2,0,0,4,0,0,2,0,1,1,0,2,0,0,2,0,2,0
27/06/2011,96,0,3,0,0,2,0,1,2,0,2,0,0,2,0,3,0,0,2,0,26,36,11,3,6,3,6,16,18,8,8,6,9,4,8,6,5,nan,8,7,3,6,6,6,5,6,6,6,5,4,5,6,5,3,6,5,5,3,5,6,2,5,6,3,5,5,2,2,3,2,2,2,2,1,2,2,2,2,0,0,0,0,0,2,0,0,3,0,0,2,0,1,2,0,2,0,0
28/06/2011,96,2,0,0,3,0,2,0,0,2,0,0,2,0,2,0,0,4,0,2,0,0,2,0,3,0,19,39,20,13,8,6,7,8,5,7,5,7,6,4,4,7,6,6,3,6,7,5,3,6,5,6,3,6,5,2,6,5,4,4,5,6,2,6,5,2,6,2,2,2,3,2,2,2,0,2,3,2,0,0,0,0,0,0,2,0,1,1,0,2,0,0,3,0,2,0,0
29/06/2011,96,2,0,2,1,0,3,0,0,2,0,2,0,0,2,0,2,0,2,1,0,2,0,2,0,0,22,41,20,15,8,7,8,9,7,6,9,2,7,7,6,5,4,6,8,14,6,7,3,5,7,7,5,2,6,5,6,3,6,5,5,3,6,5,9,8,2,2,2,2,2,1,2,2,2,2,4,4,2,0,0,0,0,3,0,0,2,0,3,0,0,2,0,3,0,0,2
30/06/2011,96,0,2,0,0,2,0,1,2,0,2,0,0,2,0,2,0,0,3,0,2,0,1,1,0,3,19,41,20,14,8,7,7,9,8,6,8,3,7,6,5,6,3,7,7,7,3,7,7,4,4,6,5,3,5,6,4,3,6,6,3,4,6,5,3,5,2,5,2,2,0,2,3,2,2,2,0,2,3,0,0,0,0,0,2,0,0,2,0,0,2,0,3,0,0,2,0
1/7/11,96,2,0,0,2,0,2,0,0,3,0,2,0,0,2,0,2,0,2,1,0,2,0,2,0,1,25,30,20,13,7,6,8,6,8,5,6,4,6,6,6,5,4,5,6,7,3,6,7,7,3,6,5,2,6,5,3,5,6,2,5,5,3,6,4,3,5,2,2,2,3,2,2,0,2,2,3,2,0,0,0,0,0,0,1,1,0,2,0,0,3,0,0,2,0,2,0
2/7/11,96,0,2,0,1,1,0,3,0,0,2,0,2,0,0,2,0,3,0,0,2,0,1,2,0,2,0,0,3,0,2,0,0,2,0,2,0,0,2,0,3,0,0,2,0,2,0,0,2,0,2,0,0,3,0,2,0,0,2,0,1,1,0,2,0,1,2,0,2,0,2,0,0,2,0,2,0,0,2,0,2,1,0,2,0,0,2,0,2,0,0,2,0,3,0,0,2
3/7/11,96,0,2,0,0,2,0,2,2,0,2,0,2,0,0,2,0,2,0,0,3,0,2,0,0,2,0,2,0,0,2,0,3,0,0,2,0,0,2,0,2,0,0,2,0,3,0,0,2,0,1,1,0,2,0,2,0,0,3,0,1,1,0,2,0,1,1,0,2,0,1,1,0,3,0,2,0,0,2,0,2,0,0,4,0,0,2,0,2,0,0,2,0,2,0,0,2
4/7/11,96,0,3,0,0,2,0,2,0,0,2,0,2,0,0,3,0,0,2,0,23,37,12,2,6,2,5,14,17,9,8,5,5,8,3,8,6,5,6,5,5,3,6,10,6,4,5,7,5,7,5,5,4,5,5,6,2,5,6,5,3,6,4,3,5,4,3,2,3,2,0,2,2,2,0,2,3,2,0,0,0,0,0,0,2,0,2,0,1,1,0,2,0,1,3,0,2
5/7/11,96,0,1,1,0,2,0,2,0,0,2,0,3,0,2,0,0,2,0,2,0,0,2,0,3,1,18,27,17,13,6,6,7,4,7,7,5,4,5,7,5,3,6,6,7,5,3,6,6,7,4,4,6,5,4,3,6,5,6,3,4,5,4,4,5,3,2,2,3,2,2,2,3,0,2,2,2,2,0,0,0,0,0,0,2,0,2,0,0,3,0,0,2,0,1,1,0
6/7/11,96,2,0,1,1,0,4,0,0,2,0,2,0,0,2,0,0,2,0,2,0,0,3,0,2,0,18,32,16,13,7,6,8,4,5,6,5,4,6,5,5,6,3,5,7,5,3,6,5,5,4,5,6,3,5,5,5,3,5,6,4,3,8,8,6,2,5,3,5,5,2,6,2,2,2,2,2,3,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,2,0,3
7/7/11,96,0,0,2,0,0,2,0,3,0,0,2,0,0,2,0,3,0,0,2,0,1,1,0,2,1,18,38,17,15,11,9,6,6,7,8,6,4,5,7,4,5,5,9,3,6,5,4,6,5,3,7,5,4,4,5,4,4,5,4,3,6,5,3,5,5,2,2,2,2,4,2,2,0,2,2,2,3,0,0,0,0,0,0,2,0,1,1,0,2,0,0,2,0,2,0,0
8/7/11,96,2,0,0,3,0,0,2,0,3,0,0,2,0,0,2,0,3,0,0,2,0,2,0,0,3,17,32,17,14,7,9,5,6,5,6,11,8,4,5,9,4,5,6,6,5,4,6,6,7,2,6,6,4,3,6,5,5,5,5,2,6,5,2,6,3,4,2,2,3,2,0,2,2,2,2,3,0,2,0,0,0,0,0,2,0,1,1,0,2,0,0,4,0,0,2,0
9/7/11,96,0,2,0,0,2,0,2,0,0,2,0,0,3,0,2,0,2,0,0,2,0,2,0,0,3,0,0,2,0,0,2,0,2,0,0,2,0,3,0,0,2,0,3,0,0,2,0,1,1,0,3,0,0,2,0,0,2,0,2,0,0,2,0,0,2,0,3,0,0,2,0,0,2,0,2,1,0,2,0,0,3,0,0,2,0,2,0,0,2,0,0,2,0,2,0,0
10/7/11,96,3,0,0,2,0,1,1,0,2,0,0,4,0,1,1,0,2,0,0,2,0,2,0,0,3,0,2,0,0,2,0,1,1,0,2,0,0,3,0,2,0,0,2,0,0,2,0,2,1,0,3,0,0,2,0,0,2,0,2,0,0,2,0,0,3,0,2,0,0,2,0,0,2,0,2,0,0,3,0,2,0,0,2,0,0,3,0,2,0,0,3,0,0,2,0,2
11/7/11,96,0,0,2,0,0,2,0,3,0,0,2,0,1,1,0,2,0,2,0,25,38,15,5,3,8,5,14,16,8,6,8,5,5,7,6,6,6,5,4,7,5,6,3,6,5,6,3,5,6,6,4,5,5,5,3,5,4,3,6,5,3,5,6,2,5,2,3,2,2,2,2,3,0,2,2,2,2,0,0,0,0,0,0,0,3,0,0,2,0,1,1,0,2,0,0,2
12/7/11,96,0,0,3,0,0,2,0,0,2,0,2,0,0,3,0,0,2,0,2,0,0,2,0,0,4,17,29,19,10,5,5,6,5,7,5,4,6,6,6,6,4,7,5,6,5,6,5,6,4,5,4,5,4,3,6,4,5,3,4,5,3,4,6,4,3,2,3,2,2,2,1,1,3,2,2,2,0,2,0,0,0,0,0,4,0,2,3,0,3,3,0,3,2,1,2,4
13/07/2011,96,2,0,3,4,0,2,3,3,3,0,3,2,0,4,2,0,3,2,4,2,0,3,0,2,4,8,14,12,7,5,6,6,6,7,5,4,4,5,6,5,6,5,2,6,5,6,5,4,4,5,6,3,5,5,4,4,4,6,4,2,6,4,5,5,3,2,2,3,2,2,0,2,2,2,1,2,2,0,0,0,0,0,0,3,3,0,3,2,0,3,4,2,0,3,2,0
14/07/2011,96,4,2,0,3,2,4,0,2,3,0,4,2,2,1,3,3,1,2,2,4,0,2,0,3,3,8,14,14,5,6,6,7,4,5,5,6,5,6,4,5,4,4,7,4,5,4,7,5,4,5,5,3,5,5,5,2,5,5,3,4,6,2,4,6,2,4,1,1,2,3,3,0,2,2,0,2,2,0,0,0,0,0,0,0,3,0,3,0,3,0,3,3,0,3,1,1
15/07/2011,96,3,0,3,3,0,3,3,0,3,3,0,3,2,0,4,0,2,3,0,4,0,2,3,0,4,8,19,11,6,6,5,6,5,6,5,3,6,5,6,5,6,4,4,6,5,7,3,5,7,5,4,5,5,3,4,5,5,3,4,5,3,5,5,5,2,5,2,2,0,2,2,2,3,0,2,2,2,0,0,0,0,0,0,0,3,0,4,0,3,0,2,0,3,0,2,0
16/07/2011,96,3,1,1,2,1,1,1,2,0,4,2,0,3,0,3,2,1,3,0,3,3,0,3,3,1,2,0,3,0,3,2,0,4,0,0,2,0,3,1,2,0,2,0,4,0,3,0,2,0,3,0,3,0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,1,2,3,4,0,2,3,0,3,3,0,4,3,0,3,2,1,4,2,1,2,1,2,4,0,3,0
17/07/2011,96,3,1,1,3,0,4,0,3,2,0,3,2,2,2,3,0,3,2,1,4,0,3,0,2,3,0,4,0,2,0,3,0,2,0,4,0,2,1,1,2,2,1,2,0,1,3,0,3,0,3,0,3,0,4,0,3,2,0,3,0,3,4,0,2,0,1,2,0,3,0,4,0,3,3,0,2,3,0,4,2,1,3,0,2,4,0,3,2,0,3,1,2,4,0,3,0
18/07/2011,96,3,2,0,4,0,3,2,1,2,0,4,1,2,3,0,3,3,0,3,3,12,5,6,4,6,6,14,22,12,6,6,9,5,6,7,7,6,6,6,9,5,6,6,10,5,5,7,5,7,5,7,5,5,6,4,4,5,4,5,6,4,5,5,3,5,5,5,2,2,2,3,2,0,2,2,3,5,2,0,0,0,0,3,0,3,0,4,0,2,0,3,0,3,0,3,0
19/07/2011,96,3,2,1,3,0,3,0,4,0,2,0,3,0,2,4,0,3,2,1,2,4,0,3,2,4,5,26,19,6,6,7,5,9,7,6,7,8,7,5,6,5,6,5,5,6,8,4,6,5,6,5,2,6,5,6,3,4,5,5,5,3,5,4,6,4,2,3,3,2,1,1,2,3,2,0,2,2,2,0,0,0,0,0,4,0,3,3,0,2,4,2,1,2,3,0,4
20/07/2011,96,3,2,1,2,3,3,0,3,2,0,4,2,0,3,3,3,0,3,2,3,3,1,2,3,5,4,24,17,6,6,7,7,6,6,5,7,5,6,5,5,7,5,7,5,6,6,6,4,6,5,6,5,2,6,5,4,6,4,4,5,4,6,5,2,6,3,3,3,1,1,2,2,5,2,2,3,2,0,0,0,0,0,3,0,3,3,2,3,1,3,0,2,3,0,3,3
21/07/2011,96,0,2,3,0,3,3,0,2,4,0,2,3,0,3,1,2,3,2,2,1,3,3,2,3,5,7,27,20,7,7,9,9,10,5,10,7,7,6,6,9,6,10,5,6,9,6,6,6,6,8,6,6,5,5,9,5,6,4,6,5,6,5,6,7,6,2,4,0,3,2,5,3,2,2,2,2,3,0,0,0,0,0,1,2,2,2,2,2,3,1,2,3,3,2,0,4
22/07/2011,96,3,1,1,3,5,5,4,3,2,5,3,4,3,0,2,3,0,3,3,2,0,4,2,0,5,7,25,16,8,6,6,8,5,7,5,6,7,5,6,5,6,5,7,4,4,6,6,5,7,3,6,5,4,5,3,6,5,5,5,2,6,5,5,5,2,5,2,2,2,0,2,3,2,1,2,2,3,0,0,0,0,0,1,1,3,1,2,2,2,2,3,2,0,4,2,0
23/07/2011,96,3,3,3,0,3,3,2,0,4,2,3,0,4,2,3,0,2,3,2,1,3,3,3,0,3,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,8,5,2,0,2,2,2,2,0,3,0,2,0,4,0,3,1,1,2,1,3,0,3,0,1,2,0,2,0,4,0,3,0,2,1,2,1,1,4
24/07/2011,96,0,3,0,2,3,0,3,2,1,3,0,2,0,4,2,0,3,0,4,0,2,3,0,2,0,4,0,3,1,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/07/2011,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,18,10,12,6,7,11,11,8,10,7,11,7,6,5,7,5,6,5,5,7,5,6,6,3,6,6,5,2,7,5,6,2,5,5,3,4,6,2,4,5,5,3,4,6,2,2,2,1,1,3,2,0,2,2,2,0,2,0,0,0,0,0,0,3,0,3,0,3,0,2,0,4,0,2,1
26/07/2011,96,0,2,0,3,0,4,0,2,0,3,0,2,1,3,3,0,2,3,0,4,2,0,3,0,4,8,16,15,6,7,5,6,5,7,5,6,5,6,5,5,4,5,6,5,4,5,6,5,6,3,5,4,4,5,3,5,4,6,2,5,5,2,5,3,0,0,2,0,2,0,2,1,1,2,0,3,2,0,3,2,0,2,3,0,2,2,0,2,2,0,3,2,0,2,1,1
27/07/2011,96,2,0,3,2,0,3,2,0,2,3,0,2,2,0,2,0,2,0,0,3,0,2,0,0,2,14,25,10,7,7,5,7,5,5,3,5,6,5,6,5,6,5,3,6,5,6,3,5,5,3,6,2,5,5,5,4,4,4,2,6,4,2,6,2,0,0,0,2,2,0,2,0,2,2,1,2,0,3,2,0,2,3,0,2,1,1,2,0,2,1,2,0,2,0,1,1
28/07/2011,96,0,2,0,0,2,0,3,0,2,0,0,2,0,2,0,0,2,0,3,0,0,2,0,2,1,20,27,21,6,9,6,6,5,7,5,6,6,6,6,5,6,5,7,5,6,3,6,7,5,3,6,5,4,4,4,6,3,4,5,4,4,4,5,3,4,0,0,0,0,2,3,0,3,0,2,2,0,2,3,0,2,2,0,2,0,1,1,3,3,0,2,0,1,1,0,2
29/07/2011,96,0,3,0,2,0,0,2,0,2,0,0,1,0,3,0,2,0,0,2,0,2,0,1,2,2,2,2,43,21,10,9,5,7,5,6,7,5,7,5,6,6,6,6,6,6,5,4,6,6,5,4,5,7,2,5,5,2,6,4,2,6,3,3,6,4,0,0,0,0,2,0,3,1,1,2,2,0,4,0,2,2,0,2,2,0,3,0,2,0,2,0,2,0,0,2,0
30/07/2011,96,3,0,2,0,0,0,0,2,0,0,3,0,0,0,2,0,0,2,0,2,0,1,0,4,0,1,0,0,3,0,6,13,8,7,7,4,4,3,3,7,12,6,3,8,10,8,5,5,5,2,5,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,3,2,0,2,0,2,1,1,2,2,2,0,2,0,1,0
31/07/2011,96,2,0,2,0,3,0,0,2,0,2,2,2,0,1,1,0,2,0,3,0,0,0,2,0,0,2,2,0,0,0,0,2,2,0,2,0,2,0,0,2,0,2,0,3,0,0,2,0,2,0,1,2,0,2,3,3,0,0,2,0,2,0,2,0,0,2,0,2,0,3,0,0,2,0,2,0,2,0,0,2,0,3,0,3,0,2,2,2,2,0,2,0,0,2,0,2
