Civic Offices Main Gas Meter,,m^3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Values,0:00,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45
7/10/11,96,3,2,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,2,4,3,2,3,2,7,47,20,36,23,20,21,12,16,14,10,13,14,11,13,11,9,11,10,8,9,12,7,8,11,12,6,10,16,6,6,9,9,9,7,13,7,7,11,9,9,0,3,2,5,3,2,4,4,2,3,5,3,3,2,4,3,2,2,3,2,2,2,4,2,2,2,3,2,2,2,4,3
8/10/11,96,2,3,2,2,2,4,2,2,3,2,2,2,3,3,3,3,2,2,2,3,2,2,2,3,2,3,2,3,2,2,2,3,3,4,3,2,2,2,4,4,2,3,2,2,3,4,1,2,0,2,0,3,0,2,0,2,1,1,2,0,3,0,2,0,2,3,4,4,2,2,4,2,3,3,3,3,2,2,3,2,2,2,2,3,3,2,2,2,3,2,3,2,3,2,3,2
9/10/11,96,3,2,3,2,2,4,2,2,2,3,2,2,2,2,3,2,3,2,2,3,2,2,2,2,3,3,2,2,2,3,2,2,3,3,4,2,2,4,2,2,3,4,3,2,2,2,3,3,4,2,3,2,2,3,4,3,2,3,3,2,2,4,4,3,4,3,4,2,2,4,3,3,2,2,2,4,3,3,3,2,2,2,2,2,3,2,3,2,2,3,2,2,2,4,2,2
10/10/11,96,2,2,2,3,3,2,3,4,2,2,3,2,3,2,2,2,2,4,28,20,8,6,5,6,5,8,36,21,19,12,12,6,11,13,8,7,10,13,8,7,6,8,7,7,6,7,8,8,7,5,7,6,7,8,5,7,9,6,5,7,11,6,6,5,0,3,0,3,0,2,2,0,2,3,1,1,2,2,2,1,3,2,0,3,2,0,4,2,1,1,3,2,0,3,2,2
11/10/11,96,1,1,2,4,0,2,2,2,0,2,4,2,0,2,2,0,4,2,0,3,2,0,2,4,2,4,33,31,20,9,9,9,12,5,10,6,8,11,7,5,6,6,7,6,8,7,6,7,7,8,6,6,6,6,8,6,6,5,6,9,6,6,5,6,3,0,2,0,2,2,0,3,3,1,1,2,1,2,1,1,2,0,1,1,2,0,3,0,2,0,2,0,2,0,2,0
12/10/11,96,3,0,2,0,2,0,2,0,3,2,1,2,0,2,0,2,0,2,0,3,0,2,0,2,1,5,38,37,20,13,12,7,6,7,13,6,7,7,5,7,6,8,8,5,7,6,6,8,8,6,6,7,6,6,7,7,6,6,6,5,6,7,6,8,0,0,2,0,2,2,0,3,0,2,0,2,0,2,0,2,2,1,2,0,2,0,2,0,3,0,2,0,2,0,2,0
13/10/2011,96,2,0,3,0,3,0,2,0,2,0,3,0,2,0,2,0,2,0,3,0,2,0,2,0,3,3,42,39,20,12,12,7,6,11,6,9,8,7,6,7,8,6,7,7,5,7,6,7,9,7,6,6,5,6,7,5,7,7,6,5,6,7,5,6,1,0,2,0,2,2,0,3,0,2,2,0,2,0,3,0,2,0,2,0,2,0,2,0,3,0,2,0,2,0,2,0
14/10/2011,96,3,0,3,0,2,0,2,1,2,2,0,2,0,2,0,3,0,2,0,2,0,2,0,2,4,2,39,46,28,19,10,11,8,7,9,7,6,8,11,7,6,5,7,7,5,7,6,8,8,8,5,7,5,6,7,6,8,7,5,7,5,8,7,5,0,0,2,1,3,2,0,2,0,2,0,2,0,3,0,2,0,2,0,2,0,3,0,2,1,1,2,0,2,0,3,0
15/10/2011,96,2,0,2,0,2,0,2,0,3,0,2,0,2,0,2,0,3,0,2,0,2,0,2,2,0,3,0,2,0,1,1,2,0,2,0,3,0,2,0,2,1,1,3,0,2,0,2,0,2,0,2,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/10/2011,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/10/2011,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,33,24,19,13,12,12,11,19,18,19,19,13,14,14,12,16,9,15,9,12,10,12,10,10,13,16,8,16,7,12,6,10,10,9,12,7,10,5,11,8,18,23,15,11,15,1,3,2,5,2,3,3,5,2,2,5,3,2,2,3,2,2,2,3,2,2,2,4,3,3,3,2,2,2,2,3,2
18/10/2011,96,2,2,3,3,2,4,2,3,2,3,2,2,2,4,2,2,2,3,2,2,2,20,39,21,17,17,36,24,25,18,22,21,19,19,23,25,24,27,21,26,22,25,20,23,19,19,19,19,19,15,20,17,19,17,12,12,17,14,19,14,16,16,14,15,4,3,3,2,4,3,3,3,3,2,3,4,3,2,3,2,2,2,2,3,2,2,2,4,3,2,3,3,2,2,3,2
19/10/2011,96,2,2,3,2,3,3,2,2,3,3,3,3,3,2,3,5,2,2,4,3,4,45,29,18,19,14,41,43,31,25,29,26,27,35,25,31,22,26,22,24,23,25,22,23,23,25,21,20,22,21,20,23,20,18,20,22,16,14,12,14,22,12,19,18,5,5,2,2,5,3,2,2,4,3,4,2,2,2,3,3,3,3,3,2,3,2,2,2,3,2,2,3,2,4,3,2
20/10/2011,96,2,4,2,2,2,3,2,2,4,3,2,3,2,3,3,2,2,3,2,3,11,52,25,20,21,21,42,47,45,34,38,36,29,35,28,28,26,29,23,28,23,25,21,23,24,21,21,18,24,19,24,20,23,21,20,22,21,15,17,18,18,14,16,21,1,5,3,2,4,2,3,3,3,3,2,3,3,2,2,3,2,3,2,3,2,2,2,4,2,1,4,1,3,2,2,3
21/10/2011,96,3,2,3,3,2,2,3,2,2,2,3,3,2,2,3,2,2,2,2,3,2,2,30,39,18,19,35,46,27,27,27,25,22,21,20,24,17,25,20,22,15,19,17,14,18,10,13,14,13,12,14,11,12,11,8,12,11,14,11,10,12,9,9,14,2,0,2,0,2,0,2,2,1,2,1,1,2,3,0,2,0,2,0,2,0,2,0,0,3,0,2,0,2,0,0,3
22/10/2011,96,0,3,0,2,0,2,0,1,1,0,2,0,3,0,2,0,2,0,2,0,1,1,0,3,0,2,0,2,0,2,0,2,0,3,0,2,0,2,0,1,1,0,2,2,1,0,2,0,2,0,2,0,3,0,2,0,3,0,2,0,2,0,1,2,1,1,0,2,0,2,0,1,1,0,2,0,3,0,2,0,2,0,0,2,0,4,0,2,0,2,0,2,0,1,1,0
23/10/2011,96,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/10/2011,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,33,33,29,18,16,13,15,13,13,14,26,29,30,30,24,26,20,20,18,19,18,19,18,18,18,16,15,18,18,15,15,17,14,15,28,23,20,17,21,14,17,13,14,15,11,9,15,13,2,2,0,3,0,2,0,2,0,2,0,2,0,3,0,3,0,2,0,2,0,2,0,2,0,2,0,2,1,0,2,0
25/10/2011,96,2,0,2,0,3,0,3,0,2,0,2,0,2,0,2,0,3,0,2,0,2,48,31,19,18,18,39,45,33,34,28,26,28,24,27,23,26,22,22,20,23,20,21,18,22,19,20,18,25,18,22,17,23,19,18,13,14,17,12,12,15,13,22,14,5,2,4,2,4,4,2,2,2,5,3,3,2,2,3,2,3,3,4,2,2,2,3,2,3,2,2,3,2,2,3,4
26/10/2011,96,3,2,2,3,2,2,2,3,3,2,2,3,4,2,2,3,3,2,2,2,3,3,49,32,17,24,39,44,35,33,30,26,29,27,27,24,24,23,23,21,18,20,21,16,20,17,16,16,16,19,17,15,19,18,15,17,15,14,15,14,15,16,14,13,7,2,3,2,6,2,2,2,4,4,2,2,4,2,2,2,4,2,2,3,4,2,2,2,2,3,2,2,2,2,3,2
27/10/2011,96,3,2,3,2,3,3,3,2,2,2,4,2,2,2,3,2,3,3,3,2,3,2,25,41,24,20,40,45,34,28,31,25,26,21,27,23,26,20,21,17,23,17,21,20,21,20,15,15,12,14,13,14,16,17,13,17,13,12,13,12,17,12,15,13,3,3,3,4,2,2,4,4,2,2,2,5,3,2,3,2,2,3,3,2,2,3,4,2,2,3,2,2,2,4,2,2
28/10/2011,96,4,3,2,2,3,2,3,3,3,3,3,2,2,2,3,3,2,2,4,3,3,2,39,34,23,23,43,43,39,33,31,31,26,30,24,27,23,25,24,23,18,23,17,14,19,14,14,19,17,14,16,14,13,16,13,13,14,15,13,13,16,13,13,15,0,3,5,2,2,2,3,2,3,3,3,2,2,2,1,3,2,2,2,3,2,2,2,1,1,3,2,2,2,3,3,2
29/10/2011,96,1,1,3,2,2,2,2,3,2,2,2,3,1,2,2,2,3,2,2,2,2,0,4,2,2,2,3,2,2,2,2,3,2,3,2,3,2,2,2,2,3,2,2,2,4,2,2,2,2,3,2,3,2,4,1,4,2,2,3,2,3,2,2,3,2,2,2,2,3,3,2,2,3,2,3,3,1,3,2,2,2,2,3,2,0,2,3,3,2,2,2,2,0,3,3,2
30/10/2011,96,2,3,2,nan,nan,nan,nan,2,1,1,2,3,3,2,2,3,0,2,2,2,3,3,2,2,3,1,1,2,2,2,3,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,3,3,2,3,2,3,2,2,2,2,3,2,3,2,3,2,2,2,2,3,2,3,2,4,2,2,3,2,3,2,2,2,2,4,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0
31/10/2011,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,22,15,15,10,12,8,14,24,29,21,18,19,17,19,17,13,16,17,13,15,15,11,15,10,15,10,15,11,15,11,15,9,16,10,15,10,14,11,17,16,17,14,16,18,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/11/11,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,36,32,30,29,30,30,26,26,26,26,26,20,26,20,25,29,44,31,23,17,24,18,22,18,17,15,14,16,13,12,13,13,12,12,14,9,11,15,14,12,18,4,2,2,3,3,2,2,3,4,3,2,2,3,0,3,2,2,1,3,3,1,1,3,3,0,3,2,2
2/11/11,96,1,3,2,1,2,2,4,0,2,3,1,1,4,2,1,2,2,4,0,3,2,1,2,2,4,0,2,25,34,16,34,29,20,23,18,21,19,23,21,20,14,16,17,17,17,14,19,17,13,16,14,13,15,14,13,15,13,15,15,13,15,13,13,18,12,12,13,12,3,2,3,3,3,2,3,3,2,2,2,2,2,2,0,4,2,2,2,1,2,4,0,2,3,2,0,3
3/11/11,96,3,1,2,2,3,0,2,4,2,0,3,2,0,3,3,3,0,2,3,1,1,4,2,0,2,3,2,0,43,25,39,27,21,22,19,22,20,19,17,19,16,15,13,13,17,14,12,15,12,8,15,11,11,11,13,11,12,14,12,8,13,12,8,11,11,12,13,12,1,2,3,3,2,2,2,2,3,3,2,3,1,2,2,3,2,2,2,1,1,2,4,2,2,2,0,2
4/11/11,96,2,3,2,2,2,2,2,1,2,3,2,2,2,2,3,1,1,2,3,2,3,2,2,2,1,2,2,22,43,24,39,36,23,26,19,24,22,24,20,20,18,23,19,22,13,18,17,11,14,15,13,15,16,12,14,14,12,15,18,7,11,13,12,13,12,13,11,13,3,0,3,0,2,0,0,2,0,2,0,3,5,3,2,2,3,2,2,3,4,2,3,2,3,2,2,2
5/11/11,96,3,2,2,2,2,3,2,3,2,4,3,2,3,2,3,2,3,2,2,2,2,3,3,3,3,2,3,3,2,2,2,3,3,3,2,4,2,2,3,2,4,4,2,2,4,3,3,3,2,4,3,3,2,5,2,3,3,2,4,4,2,2,5,2,3,2,3,3,3,3,3,2,5,2,2,2,4,4,3,2,2,2,4,4,3,2,2,2,3,4,2,4,2,5,3,2
6/11/11,96,2,3,2,3,3,2,2,4,2,2,4,2,2,4,2,3,3,2,3,2,15,12,10,10,9,10,8,8,7,8,8,6,8,6,6,8,8,8,7,7,6,7,8,7,6,4,5,3,2,2,5,3,3,2,3,5,2,2,3,4,4,2,2,4,3,2,4,2,4,3,2,2,5,3,2,3,3,5,2,2,2,4,3,4,2,2,2,3,2,3,4,2,2,3,2,2
7/11/11,96,3,4,4,2,9,12,12,12,12,12,11,8,12,9,11,8,12,13,49,26,21,19,21,18,21,21,20,15,21,20,44,46,45,41,39,39,33,38,32,32,32,30,27,32,27,25,24,25,22,21,22,19,20,17,24,17,20,15,23,17,20,20,22,18,12,5,2,5,7,4,3,5,2,2,4,4,3,2,2,2,2,3,2,3,4,2,3,3,2,2,2,3,2,2,3,4
8/11/11,96,2,2,2,4,2,2,3,3,3,2,3,2,2,2,3,3,2,2,4,3,2,19,43,21,11,9,15,14,14,18,39,45,25,29,24,27,23,26,22,25,20,25,17,23,15,16,20,13,19,15,18,14,17,15,17,19,14,17,16,16,14,12,15,16,8,2,3,4,4,2,2,1,1,1,0,2,0,2,0,3,0,2,0,2,0,2,0,2,0,3,0,2,0,0,2,0
9/11/11,96,2,0,2,0,3,0,2,0,2,0,2,0,3,0,2,0,2,0,2,0,2,0,29,35,13,9,12,9,11,12,38,39,25,23,23,23,17,20,19,21,15,13,14,12,11,11,13,11,10,18,11,10,17,12,11,13,11,9,9,12,11,8,9,12,7,2,2,2,4,2,2,0,2,0,0,2,0,3,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0
10/11/11,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,26,17,16,13,19,12,28,22,32,45,32,25,20,19,18,22,15,14,13,14,14,12,12,12,15,10,11,12,11,10,10,15,10,9,10,17,11,13,13,12,7,2,2,4,3,4,0,2,0,1,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/11/11,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,31,18,13,13,10,13,22,21,20,19,26,33,22,18,19,21,19,14,13,18,14,13,14,14,15,13,12,14,16,12,15,16,10,13,15,10,9,13,12,11,9,2,2,2,5,3,0,2,0,2,0,0,3,0,2,0,2,0,2,0,3,0,2,0,2,0,0,2,0,2,0,3
12/11/11,96,0,2,0,2,0,2,0,2,0,3,0,2,0,2,0,2,0,3,0,1,1,0,2,0,1,2,0,3,0,2,0,2,0,0,2,0,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/11/2011,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/11/2011,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,35,36,32,30,19,14,15,14,11,14,11,11,12,13,27,29,23,40,43,26,23,21,18,22,21,19,16,17,17,11,14,17,15,12,16,12,13,18,18,14,19,14,15,18,13,16,17,16,10,1,3,3,5,2,3,0,2,0,2,0,2,0,2,0,0,3,0,2,0,2,0,2,0,3,0,2,0,2,0,0
15/11/2011,96,2,0,3,0,2,0,2,0,2,0,3,0,0,2,1,1,0,2,0,2,0,3,31,34,14,12,9,11,13,13,39,41,28,22,25,21,23,17,20,19,23,15,20,17,15,14,15,18,11,12,14,14,18,11,13,19,14,17,15,19,15,13,17,17,10,2,4,4,3,7,2,2,2,5,2,2,2,2,1,3,2,2,3,2,1,1,2,0,0,0,0,0,0,0,0,0
16/11/2011,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,33,30,20,18,16,15,18,25,31,23,50,42,29,21,23,20,25,20,21,20,24,17,21,21,17,19,20,15,18,15,18,20,15,19,17,18,15,15,16,14,17,7,6,3,2,7,4,4,5,3,3,4,3,4,2,1,1,2,3,2,1,1,2,4,2,0,2,0,2,2,0,3,0
17/11/2011,96,2,0,2,0,2,1,1,3,0,2,0,2,0,2,3,0,2,0,2,0,2,3,20,24,18,14,16,17,14,17,25,31,26,27,37,45,35,26,24,24,19,21,23,19,21,22,16,19,14,19,14,19,20,17,13,16,15,14,18,15,16,14,11,14,8,5,2,5,6,4,3,4,4,2,2,2,3,2,1,1,2,0,2,4,0,2,2,2,2,0,3,0,2,0,2,0
18/11/2011,96,2,0,2,0,3,0,2,0,2,0,2,0,2,3,0,3,0,1,0,0,0,0,0,0,26,20,15,15,12,13,25,22,24,40,32,24,18,22,19,18,15,17,13,12,14,14,14,14,13,15,10,13,17,11,12,15,11,10,14,13,11,13,14,15,4,6,3,2,7,3,3,5,3,2,3,2,4,2,3,2,2,3,2,3,2,2,2,2,3,2,2,2,1,1,3,2
19/11/2011,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/11/2011,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/11/2011,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,36,35,32,29,20,19,18,15,13,17,12,16,13,16,18,19,18,19,15,16,41,41,18,18,14,14,18,12,12,12,14,14,14,12,15,13,13,10,12,16,13,20,25,22,19,17,14,7,5,3,2,5,4,2,6,3,3,4,4,2,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/11/2011,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,34,30,20,19,17,15,18,19,20,34,44,34,46,43,46,32,30,33,27,27,25,27,23,25,18,19,20,17,15,14,15,12,14,16,15,14,16,14,16,16,12,12,8,6,3,2,5,3,2,3,5,2,5,4,4,3,2,4,4,2,3,3,5,2,3,2,3,3,5,3,0,0,0,0
23/11/2011,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,34,30,22,18,19,18,19,20,21,22,25,40,25,16,24,20,15,15,13,16,35,23,25,16,18,11,10,12,15,12,13,11,9,11,13,12,9,10,12,14,9,6,2,6,2,3,2,5,3,2,3,2,3,4,3,2,2,3,2,2,2,3,2,3,2,3,2,2,2,2,3,2,2
24/11/2011,96,2,4,4,2,3,2,2,2,3,3,2,2,3,4,3,3,2,2,2,3,2,2,2,4,50,20,15,15,11,9,23,22,24,27,35,26,24,24,18,18,11,11,14,12,15,12,12,15,12,11,12,12,13,10,13,11,12,15,10,9,12,10,10,10,7,4,2,3,4,3,3,2,3,4,3,2,2,2,3,2,2,2,2,4,2,2,3,4,2,2,2,3,2,2,2,4
25/11/2011,96,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,33,31,20,19,16,18,17,25,21,23,47,49,45,43,36,20,21,19,24,16,19,19,25,19,18,17,30,26,27,13,15,17,14,15,24,22,18,20,21,13,16,9,4,4,4,2,4,4,2,3,5,2,2,4,4,3,2,2,2,4,4,3,2,3,2,3,3,3,4,2,4,2,2
26/11/2011,96,3,5,2,2,4,3,2,4,3,2,3,4,2,4,2,4,3,3,3,2,3,5,2,2,3,4,3,4,2,2,2,5,3,4,2,3,5,2,2,2,4,4,2,3,3,2,5,42,21,10,8,2,4,3,4,3,2,3,3,4,3,2,2,2,5,3,2,3,2,3,4,3,0,2,2,3,0,3,2,2,2,1,1,4,2,2,2,3,0,2,3,2,3,2,1,1
27/11/2011,96,2,3,3,2,0,2,2,2,4,0,2,2,2,3,2,1,2,2,3,2,2,0,3,3,2,2,2,1,4,0,4,0,4,2,2,2,3,3,0,2,3,2,0,2,2,3,0,2,2,2,1,2,3,2,1,2,2,2,1,1,3,2,2,0,2,3,2,1,2,3,2,0,2,2,3,0,2,2,3,0,3,2,2,0,3,2,2,0,3,2,2,2,0,3,2,2
28/11/2011,96,0,4,2,1,6,2,2,3,0,3,2,2,4,2,2,2,1,2,9,63,43,24,26,19,23,19,20,19,24,18,37,32,28,52,46,35,35,31,34,28,27,25,25,28,23,23,26,22,21,22,20,18,11,13,9,9,17,14,22,22,18,22,23,19,12,3,2,3,6,3,2,2,1,2,3,1,1,2,2,0,3,2,1,1,2,4,0,2,2,1,1,2,2,0,3,2
29/11/2011,96,1,2,2,3,0,2,2,2,3,0,3,2,2,0,3,2,4,2,2,1,1,2,28,37,15,12,10,14,15,17,38,40,33,30,27,25,30,21,26,26,28,24,24,27,23,24,25,26,22,25,26,26,23,27,24,24,22,27,20,23,24,22,22,26,10,10,5,10,7,5,5,5,3,3,5,4,5,4,2,3,3,7,2,3,5,3,4,5,2,3,4,6,2,2,4,5
30/11/2011,96,4,2,4,4,3,5,3,3,3,5,4,3,2,6,2,5,4,2,4,5,48,32,23,17,19,14,18,21,25,21,49,51,43,36,36,35,32,32,29,32,29,29,30,22,22,25,21,22,22,24,19,27,17,23,23,24,18,25,19,20,24,19,24,24,13,7,4,6,8,4,4,5,2,3,2,2,4,4,2,0,4,2,2,2,2,2,3,2,2,2,3,3,4,2,4,2
1/12/11,96,3,2,3,3,4,4,3,1,3,4,2,2,4,3,4,3,2,3,2,3,26,47,24,19,18,14,15,23,23,23,49,50,48,40,34,34,42,31,30,40,30,29,32,26,32,28,28,28,26,27,28,30,27,29,25,26,24,29,26,26,23,23,24,21,12,11,4,7,7,6,6,4,3,3,5,2,2,3,4,3,3,0,2,2,0,2,3,0,2,2,0,2,3,0,2,0
2/12/11,96,2,0,2,3,0,2,0,5,12,8,8,8,8,9,5,6,8,7,6,6,8,32,22,20,14,19,19,24,21,26,49,51,48,50,38,40,40,38,36,36,37,31,41,29,33,35,31,33,27,33,28,31,30,30,31,27,31,27,31,27,29,22,25,24,17,7,6,4,8,8,3,2,6,2,3,5,4,2,3,3,2,2,0,3,2,0,2,2,0,2,4,2,0,2,0,2
3/12/11,96,1,2,2,0,2,0,2,1,1,4,0,2,0,2,2,0,3,0,2,1,1,2,0,3,2,8,5,5,5,3,5,4,4,5,4,3,5,5,3,6,3,5,5,2,6,4,4,5,4,4,5,3,3,5,4,2,6,4,4,4,5,2,4,5,2,5,4,2,4,5,2,2,6,4,4,4,5,2,4,5,3,2,0,2,3,1,1,3,2,2,1,2,2,2,0,3
4/12/11,96,1,1,2,0,2,3,0,3,0,2,2,0,3,1,1,2,0,2,2,1,2,0,2,2,3,7,5,4,7,3,5,5,3,5,5,4,6,3,4,6,3,6,4,4,5,4,4,5,3,2,7,3,3,6,3,5,4,4,4,4,3,4,5,3,4,4,2,4,6,3,4,5,3,4,6,3,7,3,5,5,3,3,2,2,2,3,2,13,14,11,9,10,10,9,4,12
5/12/11,96,7,10,12,7,8,9,11,9,8,9,11,8,9,9,11,8,34,40,27,22,20,23,18,19,22,23,21,26,27,28,49,59,53,50,50,49,49,48,39,48,40,42,38,39,42,40,37,34,41,37,32,41,33,36,33,36,36,34,37,34,35,31,30,32,35,20,13,8,9,7,7,5,3,6,3,5,5,3,6,4,4,2,2,3,2,2,2,4,2,2,2,3,0,2,2,0
6/12/11,96,2,0,3,2,0,3,0,3,2,0,2,0,2,3,0,2,10,56,24,19,19,11,14,13,13,19,19,25,22,26,51,54,53,49,49,46,47,48,40,44,40,42,46,38,40,40,41,36,39,36,40,39,29,40,36,31,36,33,33,37,28,32,32,30,18,9,8,8,8,7,6,3,6,4,4,5,4,3,5,4,2,3,3,1,1,2,2,0,3,3,2,0,2,3,0,2
7/12/11,96,2,0,2,0,4,2,0,2,0,2,3,0,2,1,1,3,0,3,35,40,20,19,15,16,14,19,22,20,25,22,56,50,52,49,49,49,49,44,40,48,40,36,44,38,37,38,40,30,39,36,33,34,35,31,34,34,32,31,34,31,27,29,27,30,18,10,9,8,9,7,6,4,4,5,3,6,4,3,6,2,4,2,2,3,3,2,2,3,2,2,2,3,0,2,0,2
8/12/11,96,3,0,2,1,1,2,0,3,3,0,2,0,3,2,0,2,1,1,3,45,35,21,15,11,15,19,15,21,23,24,52,50,49,48,36,33,41,36,30,41,39,28,39,33,36,32,36,33,31,36,32,31,30,33,34,30,32,29,29,35,29,32,27,30,27,29,27,23,12,8,5,6,6,3,6,4,4,6,3,4,5,3,1,1,2,3,2,3,2,3,2,2,3,2,0,2
9/12/11,96,0,2,1,3,2,0,2,2,0,3,1,1,2,0,3,2,0,2,18,47,24,16,22,13,10,22,19,25,22,26,50,51,52,49,49,48,48,49,44,43,45,38,38,41,38,37,42,38,33,39,37,35,36,32,39,30,35,32,32,36,29,29,29,28,30,30,28,24,23,15,8,6,3,6,4,4,5,4,4,8,8,6,7,5,6,8,3,7,7,4,7,6,4,7,4,5
10/12/11,96,7,3,6,4,4,7,3,6,4,4,7,4,5,5,4,7,3,5,30,16,11,9,8,8,10,15,13,10,25,16,21,15,10,12,16,15,14,14,14,17,15,13,15,14,14,13,16,16,13,12,15,13,14,14,16,14,12,13,15,13,14,12,8,5,4,5,6,4,7,4,4,6,3,6,4,2,7,2,5,4,4,2,2,0,2,3,0,2,2,2,3,1,2,2,0,3
11/12/11,96,1,1,2,0,2,3,0,2,0,3,0,2,3,0,2,1,37,29,20,12,8,8,8,7,10,15,13,10,25,16,18,13,13,11,15,10,12,16,10,13,14,12,13,12,12,15,11,11,15,11,11,15,12,12,13,11,15,13,11,11,17,12,8,5,3,6,6,4,7,3,6,5,4,6,5,4,5,3,6,3,3,3,2,2,0,2,2,4,1,1,2,3,2,0,2,0
12/12/11,96,2,3,1,2,2,0,2,2,1,2,0,2,4,0,41,49,30,23,23,17,26,16,21,20,20,21,27,25,28,28,48,60,51,55,50,49,50,48,50,45,38,49,40,36,40,41,37,40,39,35,35,40,35,33,40,33,35,38,33,35,33,31,32,26,31,28,31,24,15,21,7,5,2,6,4,4,5,3,4,4,4,2,0,2,3,2,0,2,4,2,0,2,2,0,4,0
